SNo,Date,Country,RegionCode,RegionName,Latitude,Longitude,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,TestsPerformed
988,2020-04-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,60,12,72,209,281,4,14,17,312,4050
989,2020-04-11T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,246,56,302,967,1269,2,488,200,1957,22186
990,2020-04-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,169,15,184,608,792,14,57,66,915,17493
991,2020-04-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,582,85,667,2335,3002,75,277,238,3517,33781
992,2020-04-11T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3530,341,3871,9624,13495,507,3659,2481,19635,91759
993,2020-04-11T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,172,28,200,1182,1382,44,826,185,2393,29685
994,2020-04-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1264,203,1467,2263,3730,140,720,273,4723,65241
995,2020-04-11T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1003,146,1149,2184,3333,185,1309,734,5376,20888
996,2020-04-11T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12026,1174,13200,17058,30258,1544,16823,10511,57592,196302
997,2020-04-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,960,118,1078,2153,3231,127,1291,689,5211,20060
998,2020-04-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,161,193,3,39,14,246,2201
999,2020-04-11T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3435,384,3819,8351,12170,996,2205,1633,16008,62577
1000,2020-04-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,627,73,700,1702,2402,95,249,253,2904,29463
1001,2020-04-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,24,137,751,888,28,130,73,1091,10120
1002,2020-04-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,562,58,620,1381,2001,62,209,154,2364,33787
1003,2020-04-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,997,237,1234,4758,5992,231,499,467,6958,75756
1004,2020-04-11T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,335,62,397,1667,2064,154,622,284,2970,16646
1005,2020-04-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,137,39,176,547,723,7,534,52,1309,17661
1006,2020-04-11T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,118,17,135,455,590,23,205,107,902,3464
1007,2020-04-11T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1465,251,1716,9033,10749,347,2188,831,13768,190912
1008,2020-04-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,346,54,400,1342,1742,40,206,212,2160,20594
1009,2020-04-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,61,12,73,204,277,3,20,18,315,4355
1010,2020-04-12T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,183,45,228,1287,1515,141,378,205,2098,23246
1011,2020-04-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,165,14,179,616,795,8,62,66,923,18211
1012,2020-04-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,526,82,608,2449,3057,87,305,242,3604,35448
1013,2020-04-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3491,335,3826,9846,13672,463,3862,2564,20098,96704
1014,2020-04-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,160,28,188,1138,1326,38,910,195,2431,29988
1015,2020-04-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1268,201,1469,2348,3817,122,749,279,4845,68954
1016,2020-04-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1032,144,1176,2157,3333,118,1412,749,5494,21983
1017,2020-04-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,11969,1176,13145,18120,31265,1460,17166,10621,59052,205832
1018,2020-04-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,949,114,1063,2051,3114,92,1489,700,5303,21057
1019,2020-04-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,171,202,11,40,15,257,2471
1020,2020-04-12T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3429,381,3810,8695,12505,652,2426,1729,16660,66555
1021,2020-04-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,609,71,680,1772,2452,85,277,260,2989,30973
1022,2020-04-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,109,26,135,768,903,22,137,73,1113,10663
1023,2020-04-12T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,552,53,605,1425,2030,52,223,163,2416,36098
1024,2020-04-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,983,238,1221,4941,6162,277,578,495,7235,78640
1025,2020-04-12T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,322,61,383,1699,2082,83,678,293,3053,17797
1026,2020-04-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,129,39,168,519,687,10,580,52,1319,18672
1027,2020-04-12T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,16,125,463,588,19,221,112,921,3510
1028,2020-04-12T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1428,249,1677,9052,10729,309,2492,856,14077,198442
1029,2020-04-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,351,54,405,1373,1778,53,211,224,2213,20667
1030,2020-04-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,64,12,76,194,270,4,31,18,319,4545
1031,2020-04-13T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,190,41,231,1306,1537,51,400,212,2149,24157
1032,2020-04-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,160,12,172,619,791,5,70,67,928,18596
1033,2020-04-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,606,80,686,2376,3062,66,360,248,3670,36770
1034,2020-04-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3490,331,3821,9997,13818,342,4007,2615,20440,99047
1035,2020-04-13T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,159,30,189,1118,1307,51,973,202,2482,30941
1036,2020-04-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1314,200,1514,2406,3920,123,764,284,4968,72746
1037,2020-04-13T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1088,138,1226,2139,3365,102,1471,760,5596,23129
1038,2020-04-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12028,1143,13171,18764,31935,1262,17478,10901,60314,211092
1039,2020-04-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,959,108,1067,2013,3080,78,1588,713,5381,28379
1040,2020-04-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,170,202,0,40,15,257,2522
1041,2020-04-13T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3344,379,3723,9042,12765,474,2543,1826,17134,69170
1042,2020-04-13T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,600,71,671,1841,2512,76,286,267,3065,31922
1043,2020-04-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,27,134,780,914,15,139,75,1128,11010
1044,2020-04-13T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,554,51,605,1445,2050,42,237,171,2458,37311
1045,2020-04-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,992,225,1217,5040,6257,155,615,518,7390,80889
1046,2020-04-13T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,326,56,382,1698,2080,73,746,300,3126,18586
1047,2020-04-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,38,165,460,625,1,643,52,1320,18740
1048,2020-04-13T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,109,15,124,458,582,6,230,115,927,3614
1049,2020-04-13T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1427,245,1672,9094,10766,174,2603,882,14251,203077
1050,2020-04-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,345,52,397,1403,1800,32,213,232,2245,20935
1051,2020-04-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,62,12,74,191,265,0,35,19,319,4759
1052,2020-04-14T17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,177,39,216,1348,1564,35,406,214,2184,24457
1053,2020-04-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,161,12,173,643,816,28,72,68,956,19014
1054,2020-04-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,618,82,700,2394,3094,99,415,260,3769,38094
1055,2020-04-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3473,328,3801,9977,13778,312,4269,2705,20752,101896
1056,2020-04-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,166,28,194,705,899,38,1415,206,2520,31764
1057,2020-04-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1344,199,1543,2479,4022,143,789,300,5111,74650
1058,2020-04-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,967,133,1100,2366,3466,212,1549,793,5808,24446
1059,2020-04-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,12077,1122,13199,19164,32363,1012,17821,11142,61326,214870
1060,2020-04-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,937,106,1043,2052,3095,45,1603,728,5426,29160
1061,2020-04-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,4,30,170,200,0,42,15,257,2522
1062,2020-04-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3395,367,3762,9293,13055,556,2708,1927,17690,71678
1063,2020-04-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,611,62,673,1879,2552,53,288,278,3118,33071
1064,2020-04-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,107,24,131,769,900,10,158,80,1138,11893
1065,2020-04-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,552,53,605,1466,2071,43,255,175,2501,37877
1066,2020-04-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1002,225,1227,5125,6352,137,637,538,7527,82269
1067,2020-04-14T17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,325,54,379,1703,2082,15,749,310,3141,18774
1068,2020-04-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,37,164,458,622,1,646,53,1321,18956
1069,2020-04-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,112,14,126,433,559,20,270,118,947,3726
1070,2020-04-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1427,233,1660,9076,10736,181,2790,906,14432,208878
